click_id;website;user_id;ad_id;did_click
click13;http://www.facebook.com;user4;80;False
click14;https://www.facebook.com;user4;105;False
click15;https://www.facebook.com;user4;120;False
click16;www.facebook.com;user4;64;True
click17;https://www.imdb.com;user4;110;False
click18;www.facebook.com;user4;55;False
click19;http://www.facebook.com;user4;42;False
click20;www.facebook.com;user4;90;False
click21;www.imdb.com;user4;105;True
click22;www.imdb.com;user4;49;False
click23;http://www.facebook.com;user4;56;False
click24;https://www.sporza.be;user4;29;False
click25;http://www.facebook.com;user4;86;False
click26;http://www.imdb.com;user4;30;True
click27;www.imdb.com;user4;19;False
click28;www.facebook.com;user4;100;False
click29;www.imdb.com;user4;111;False
click30;https://www.imdb.com;user4;4;False
click31;www.sporza.be;user4;46;True
click32;http://www.imdb.com;user4;116;False
click33;www.sporza.be;user4;103;False
click34;http://www.facebook.com;user4;117;False
click35;https://www.facebook.com;user4;9;False
click36;www.facebook.com;user4;54;True
click37;http://www.facebook.com;user4;16;False
click38;www.facebook.com;user4;102;False
click39;https://www.facebook.com;user4;58;False
click40;www.facebook.com;user4;119;False
click41;www.facebook.com;user4;32;False
click42;https://www.facebook.com;user4;14;False
click43;www.facebook.com;user4;17;False
click44;www.imdb.com;user4;25;False
click45;www.imdb.com;user4;59;False
click46;www.facebook.com;user4;58;False
click47;www.facebook.com;user4;32;False
click48;www.facebook.com;user4;121;False
click49;www.facebook.com;user4;79;True
click50;www.facebook.com;user4;86;False
click51;www.imdb.com;user4;91;True
click52;www.facebook.com;user4;53;True
click53;http://www.facebook.com;user4;76;False
click54;http://www.facebook.com;user4;115;False
click55;https://www.facebook.com;user4;53;False
click56;https://www.facebook.com;user4;117;False
click57;www.imdb.com;user4;9;False
click58;www.imdb.com;user4;75;False
click59;www.facebook.com;user4;82;False
click60;www.facebook.com;user4;112;False
click61;www.imdb.com;user4;95;False
click0;www.facebook.com;user5;93;False
click1;http://www.imdb.com;user5;74;False
click2;www.imdb.com;user5;45;False
click3;www.facebook.com;user5;4;False
click4;www.facebook.com;user5;70;False
click5;http://www.facebook.com;user5;61;False
click6;https://www.facebook.com;user5;101;False
click7;www.imdb.com;user5;2;True
click8;www.facebook.com;user5;21;False
click9;www.facebook.com;user5;23;False
click10;www.facebook.com;user5;5;False
click11;http://www.facebook.com;user5;67;False
click12;www.facebook.com;user5;77;False
click13;www.facebook.com;user5;112;False
click14;www.facebook.com;user5;89;False
click15;www.facebook.com;user5;22;True
click16;www.facebook.com;user5;88;False
click17;https://www.facebook.com;user5;20;True
click18;http://www.imdb.com;user5;13;False
click19;www.facebook.com;user5;2;False
click20;www.imdb.com;user5;96;False
click21;http://www.imdb.com;user5;14;False
click22;http://www.imdb.com;user5;35;False
click23;www.facebook.com;user5;7;True
click24;www.facebook.com;user5;28;False
click25;www.facebook.com;user5;65;False
click26;http://www.imdb.com;user5;7;False
click27;www.facebook.com;user5;85;False
click28;www.imdb.com;user5;104;False
click29;www.facebook.com;user5;22;True
click30;www.facebook.com;user5;86;False
click31;www.facebook.com;user5;85;False
click32;www.facebook.com;user5;38;False
click33;www.facebook.com;user5;46;False
click34;www.sporza.be;user5;79;False
click35;http://www.facebook.com;user5;12;False
click36;www.imdb.com;user5;62;True
click37;http://www.facebook.com;user5;34;False
click38;www.facebook.com;user5;11;False
click39;www.facebook.com;user5;75;False
click40;www.sporza.be;user5;116;True
click41;www.facebook.com;user5;26;False
click42;www.facebook.com;user5;117;False
click43;http://www.facebook.com;user5;6;True
click44;https://www.facebook.com;user5;86;False
click45;http://www.facebook.com;user5;50;False
click46;www.facebook.com;user5;29;True
click47;www.facebook.com;user5;68;False
click0;https://www.facebook.com;user6;6;False
click1;www.facebook.com;user6;28;False
click2;http://www.imdb.com;user6;101;True
click3;https://www.facebook.com;user6;17;False
click4;www.facebook.com;user6;114;False
click5;www.facebook.com;user6;58;False
click6;https://www.facebook.com;user6;85;False
click7;www.facebook.com;user6;67;False
click8;www.facebook.com;user6;0;False
click9;www.imdb.com;user6;27;False
click10;www.facebook.com;user6;23;False
click11;www.facebook.com;user6;31;False
click12;https://www.facebook.com;user6;42;False
click13;www.imdb.com;user6;113;False
click14;https://www.facebook.com;user6;114;True
click15;http://www.facebook.com;user6;29;False
click16;https://www.facebook.com;user6;27;False
click17;www.sporza.be;user6;43;False
click18;http://www.facebook.com;user6;88;False
click19;www.facebook.com;user6;8;False
click20;http://www.imdb.com;user6;15;False
click21;http://www.facebook.com;user6;5;False
click22;www.sporza.be;user6;38;False
click23;www.facebook.com;user6;26;False
click24;www.imdb.com;user6;31;False
click0;https://www.facebook.com;user7;10;False
click1;http://www.facebook.com;user7;58;False
click2;www.facebook.com;user7;76;False
click3;www.imdb.com;user7;65;False
click4;www.facebook.com;user7;102;False
click5;www.facebook.com;user7;44;False
click6;www.facebook.com;user7;109;False
click7;https://www.facebook.com;user7;28;False
click8;https://www.imdb.com;user7;119;False
click9;http://www.facebook.com;user7;52;False
click10;www.imdb.com;user7;40;False
click11;www.imdb.com;user7;112;False
click12;www.facebook.com;user7;35;False
click13;www.imdb.com;user7;13;False
click14;www.facebook.com;user7;1;False
click15;http://www.facebook.com;user7;50;True
click16;http://www.facebook.com;user7;76;False
click17;http://www.facebook.com;user7;26;True
click18;www.facebook.com;user7;80;False
click19;http://www.facebook.com;user7;89;False
click20;http://www.facebook.com;user7;11;False
click21;https://www.imdb.com;user7;80;False
click22;http://www.facebook.com;user7;8;False
click23;http://www.facebook.com;user7;34;False
click24;www.facebook.com;user7;124;True
click25;www.facebook.com;user7;20;False
click26;http://www.facebook.com;user7;108;False
click27;www.facebook.com;user7;82;False
click28;http://www.imdb.com;user7;46;False
click29;http://www.facebook.com;user7;110;False
click30;www.facebook.com;user7;53;False
click31;www.imdb.com;user7;94;False
click32;www.facebook.com;user7;91;False
click33;www.imdb.com;user7;18;False
click34;https://www.sporza.be;user7;77;False
click35;http://www.facebook.com;user7;105;False
click36;http://www.imdb.com;user7;106;False
click37;www.imdb.com;user7;5;False
click38;www.facebook.com;user7;22;False
click39;www.facebook.com;user7;88;False
click40;www.facebook.com;user7;101;False
click41;www.imdb.com;user7;35;True
click42;www.imdb.com;user7;31;False
click43;www.facebook.com;user7;19;True
click0;http://www.facebook.com;user8;6;False
click1;https://www.facebook.com;user8;110;False
click2;www.sporza.be;user8;28;False
click3;www.imdb.com;user8;66;False
click4;www.facebook.com;user8;100;False
click5;www.imdb.com;user8;78;False
click6;www.imdb.com;user8;45;False
click7;www.facebook.com;user8;116;False
click8;https://www.imdb.com;user8;36;False
click9;http://www.facebook.com;user8;111;False
click10;www.facebook.com;user8;85;False
click11;https://www.facebook.com;user8;64;False
click12;www.imdb.com;user8;7;False
click13;www.facebook.com;user8;118;False
click14;www.imdb.com;user8;57;False
click15;www.facebook.com;user8;20;False
click16;www.facebook.com;user8;20;False
click17;https://www.facebook.com;user8;90;False
click0;www.imdb.com;user9;119;False
click1;www.facebook.com;user9;60;False
click2;www.imdb.com;user9;83;False
click3;www.facebook.com;user9;11;False
click4;www.facebook.com;user9;120;False
click5;www.facebook.com;user9;82;False
click6;www.imdb.com;user9;70;False
click7;www.facebook.com;user9;96;False
click8;www.facebook.com;user9;77;False
click9;www.facebook.com;user9;75;False
click0;www.facebook.com;user10;21;True
click1;https://www.facebook.com;user10;109;False
click2;www.facebook.com;user10;94;False
click3;www.facebook.com;user10;71;False
click4;www.facebook.com;user10;61;False
click5;https://www.facebook.com;user10;118;False
click6;www.facebook.com;user10;72;False
click7;http://www.facebook.com;user10;103;False
click8;www.facebook.com;user10;106;False
click9;http://www.imdb.com;user10;16;False
click10;www.imdb.com;user10;61;True
click11;www.facebook.com;user10;106;False
click12;www.imdb.com;user10;16;True
click13;http://www.imdb.com;user10;98;False
click14;http://www.facebook.com;user10;85;False
click15;https://www.facebook.com;user10;94;True
click16;www.imdb.com;user10;38;False
click17;www.facebook.com;user10;61;False
click18;www.facebook.com;user10;94;False
click19;www.facebook.com;user10;25;False
click20;www.facebook.com;user10;20;False
click21;www.facebook.com;user10;44;False
click22;www.facebook.com;user10;35;False
click23;www.facebook.com;user10;56;False
click24;https://www.imdb.com;user10;21;True
click25;www.facebook.com;user10;101;False
click26;www.imdb.com;user10;120;False
click27;www.facebook.com;user10;101;False
click28;www.imdb.com;user10;57;False
click29;http://www.facebook.com;user10;54;False
click30;http://www.facebook.com;user10;103;False
click31;http://www.facebook.com;user10;78;False
click32;https://www.facebook.com;user10;77;False
click33;http://www.facebook.com;user10;17;False
click34;www.sporza.be;user10;30;False
click35;www.facebook.com;user10;60;False
click36;www.sporza.be;user10;101;True
click0;http://www.facebook.com;user11;7;False
click1;www.sporza.be;user11;91;False
click2;www.facebook.com;user11;53;False
click3;www.facebook.com;user11;116;False
click4;www.facebook.com;user11;0;False
click5;www.imdb.com;user11;101;False
click6;www.facebook.com;user11;79;False
click7;https://www.facebook.com;user11;43;False
click8;www.imdb.com;user11;57;False
click9;www.facebook.com;user11;94;True
click10;www.imdb.com;user11;54;False
click11;www.facebook.com;user11;51;False
click12;www.facebook.com;user11;89;False
click13;https://www.facebook.com;user11;68;False
click14;www.facebook.com;user11;61;False
click15;https://www.facebook.com;user11;58;False
click16;www.facebook.com;user11;41;False
click17;www.facebook.com;user11;105;False
click0;www.facebook.com;user12;109;False
click1;www.facebook.com;user12;96;False
click2;http://www.facebook.com;user12;123;False
click3;www.facebook.com;user12;93;False
click4;www.facebook.com;user12;36;False
click5;www.imdb.com;user12;105;False
click6;www.facebook.com;user12;124;False
click7;http://www.facebook.com;user12;57;True
click8;https://www.facebook.com;user12;93;False
click9;https://www.facebook.com;user12;100;False
click10;www.facebook.com;user12;97;False
click11;www.facebook.com;user12;116;False
click12;www.facebook.com;user12;69;False
click13;http://www.facebook.com;user12;71;False
click14;www.imdb.com;user12;86;False
click15;http://www.imdb.com;user12;122;False
click16;http://www.imdb.com;user12;99;False
click17;www.imdb.com;user12;7;True
click18;www.facebook.com;user12;12;False
click19;www.facebook.com;user12;38;False
click0;www.imdb.com;user13;24;False
click1;www.facebook.com;user13;81;False
click2;www.facebook.com;user13;50;False
click3;http://www.facebook.com;user13;16;False
click4;www.facebook.com;user13;75;False
click5;www.imdb.com;user13;94;False
click6;www.facebook.com;user13;40;False
click7;www.facebook.com;user13;90;False
click8;http://www.facebook.com;user13;69;False
click9;www.imdb.com;user13;114;False
click10;www.facebook.com;user13;24;True
click11;www.imdb.com;user13;75;False
click12;http://www.facebook.com;user13;98;False
click13;https://www.imdb.com;user13;37;True
click14;www.facebook.com;user13;73;False
click15;www.facebook.com;user13;47;True
click16;http://www.sporza.be;user13;13;False
click17;https://www.facebook.com;user13;81;False
click18;http://www.facebook.com;user13;72;False
click19;www.facebook.com;user13;30;False
click20;www.sporza.be;user13;55;False
click21;https://www.facebook.com;user13;102;False
click22;www.facebook.com;user13;28;False
click23;www.sporza.be;user13;103;True
click24;www.facebook.com;user13;51;True
click25;http://www.facebook.com;user13;90;False
click26;www.facebook.com;user13;36;False
click27;www.imdb.com;user13;122;False
click28;www.imdb.com;user13;72;False
click29;www.facebook.com;user13;41;False
click30;www.imdb.com;user13;72;False
click31;http://www.facebook.com;user13;67;False
click32;www.facebook.com;user13;105;False
click33;www.facebook.com;user13;66;True
click34;http://www.facebook.com;user13;0;False
click0;www.facebook.com;user14;75;True
click1;http://www.facebook.com;user14;27;False
click2;http://www.facebook.com;user14;16;False
click3;www.facebook.com;user14;34;False
click4;http://www.facebook.com;user14;68;False
click5;www.facebook.com;user14;101;True
click6;www.imdb.com;user14;30;False
click7;www.facebook.com;user14;21;False
click8;www.facebook.com;user14;112;False
click9;www.facebook.com;user14;85;False
click10;www.facebook.com;user14;85;False
click11;www.imdb.com;user14;60;False
click12;www.imdb.com;user14;90;False
click13;www.facebook.com;user14;88;True
click14;www.facebook.com;user14;70;True
click15;www.imdb.com;user14;14;False
click16;www.facebook.com;user14;43;False
click17;http://www.imdb.com;user14;18;False
click18;https://www.imdb.com;user14;5;False
click19;http://www.facebook.com;user14;48;False
click20;https://www.facebook.com;user14;12;False
click21;https://www.facebook.com;user14;18;False
click22;www.facebook.com;user14;29;False
click23;www.imdb.com;user14;54;True
click24;http://www.facebook.com;user14;104;False
click25;www.facebook.com;user14;95;True
click26;www.imdb.com;user14;103;False
click27;http://www.facebook.com;user14;92;False
click28;www.imdb.com;user14;88;False
click29;www.facebook.com;user14;85;False
click30;www.facebook.com;user14;124;False
click31;www.facebook.com;user14;122;False
click32;www.facebook.com;user14;88;False
click33;www.facebook.com;user14;57;False
click34;www.facebook.com;user14;108;False
click35;www.facebook.com;user14;54;False
click36;www.facebook.com;user14;93;False
click37;www.facebook.com;user14;23;False
click38;www.facebook.com;user14;12;False
click39;www.facebook.com;user14;89;False
click40;www.facebook.com;user14;113;False
click41;www.facebook.com;user14;97;False
click42;www.facebook.com;user14;111;True
click43;www.imdb.com;user14;13;False
click44;http://www.sporza.be;user14;123;False
click45;www.facebook.com;user14;35;False
click46;www.facebook.com;user14;29;False
click47;http://www.sporza.be;user14;124;False
click48;www.facebook.com;user14;88;False
click49;www.facebook.com;user14;0;False
click50;www.facebook.com;user14;32;False
click51;https://www.facebook.com;user14;32;False
click52;http://www.imdb.com;user14;47;False
click53;http://www.imdb.com;user14;112;False
click54;www.imdb.com;user14;15;True
click55;www.imdb.com;user14;97;False
click0;https://www.imdb.com;user15;68;False
click1;www.imdb.com;user15;8;False
click2;www.imdb.com;user15;23;False
click3;www.imdb.com;user15;121;False
click4;www.facebook.com;user15;62;False
click5;www.facebook.com;user15;90;False
click6;https://www.facebook.com;user15;26;True
click7;www.sporza.be;user15;54;False
click8;https://www.imdb.com;user15;53;False
click9;http://www.facebook.com;user15;13;False
click10;www.facebook.com;user15;51;False
click11;http://www.imdb.com;user15;106;False
click12;https://www.facebook.com;user15;83;False
click13;www.facebook.com;user15;18;False
click14;www.facebook.com;user15;104;False
click15;https://www.facebook.com;user15;75;False
click16;www.facebook.com;user15;52;False
click0;www.imdb.com;user16;53;False
click1;www.imdb.com;user16;22;False
click2;http://www.imdb.com;user16;13;True
click3;www.facebook.com;user16;9;False
click4;www.facebook.com;user16;12;False
click5;http://www.facebook.com;user16;80;False
click6;https://www.imdb.com;user16;64;False
click7;www.facebook.com;user16;58;False
click8;www.facebook.com;user16;35;False
click9;https://www.imdb.com;user16;33;False
click10;www.facebook.com;user16;115;False
click11;www.facebook.com;user16;82;False
click12;www.facebook.com;user16;120;False
click13;www.imdb.com;user16;103;False
click14;https://www.sporza.be;user16;84;False
click15;http://www.facebook.com;user16;108;False
click16;www.facebook.com;user16;91;False
click17;www.facebook.com;user16;116;False
click18;http://www.facebook.com;user16;65;False
click19;www.imdb.com;user16;100;False
click20;https://www.facebook.com;user16;61;False
click21;www.imdb.com;user16;124;False
click22;www.sporza.be;user16;54;False
click23;www.facebook.com;user16;22;False
click24;http://www.facebook.com;user16;3;False
click25;http://www.facebook.com;user16;54;False
click26;http://www.facebook.com;user16;93;False
click27;www.facebook.com;user16;39;False
click28;www.facebook.com;user16;115;True
click29;www.imdb.com;user16;74;False
click30;www.imdb.com;user16;93;False
click31;www.facebook.com;user16;1;False
click32;www.facebook.com;user16;95;False
click33;www.facebook.com;user16;68;False
click34;www.imdb.com;user16;121;False
click35;www.facebook.com;user16;81;False
click36;http://www.facebook.com;user16;30;False
click37;http://www.facebook.com;user16;69;True
click38;www.sporza.be;user16;42;False
click39;www.imdb.com;user16;39;False
click40;https://www.facebook.com;user16;66;False
click41;www.facebook.com;user16;121;True
click42;www.imdb.com;user16;75;False
click43;www.imdb.com;user16;39;False
click44;www.facebook.com;user16;116;False
click45;www.facebook.com;user16;76;False
click46;www.facebook.com;user16;72;False
click0;http://www.facebook.com;user17;67;False
click1;www.facebook.com;user17;76;False
click2;www.facebook.com;user17;35;False
click3;www.imdb.com;user17;121;False
click4;www.facebook.com;user17;34;False
click5;www.facebook.com;user17;41;False
click6;www.imdb.com;user17;12;False
click7;www.facebook.com;user17;66;False
click8;http://www.facebook.com;user17;3;False
click9;www.facebook.com;user17;79;True
click10;http://www.sporza.be;user17;69;False
click11;www.imdb.com;user17;77;False
click12;www.facebook.com;user17;49;False
click13;https://www.facebook.com;user17;78;False
click14;www.facebook.com;user17;33;True
click15;www.facebook.com;user17;113;False
click16;www.facebook.com;user17;117;False
click17;http://www.facebook.com;user17;40;False
click18;www.facebook.com;user17;25;False
click19;www.facebook.com;user17;8;False
click20;www.imdb.com;user17;117;False
click21;www.imdb.com;user17;29;False
click22;https://www.facebook.com;user17;49;False
click23;www.imdb.com;user17;9;False
click24;https://www.facebook.com;user17;71;False
click25;www.imdb.com;user17;70;False
click26;https://www.facebook.com;user17;44;False
click27;www.facebook.com;user17;34;False
click28;www.imdb.com;user17;42;False
click29;www.facebook.com;user17;91;False
click30;http://www.imdb.com;user17;106;False
click31;http://www.facebook.com;user17;42;True
click32;www.facebook.com;user17;119;False
click33;www.facebook.com;user17;77;False
click34;www.facebook.com;user17;19;False
click35;www.facebook.com;user17;43;False
click36;www.facebook.com;user17;57;False
click37;https://www.facebook.com;user17;80;False
click38;http://www.facebook.com;user17;74;True
click39;https://www.facebook.com;user17;115;False
click40;www.facebook.com;user17;54;False
click41;www.facebook.com;user17;85;False
click42;www.imdb.com;user17;97;False
click43;http://www.facebook.com;user17;107;False
click44;www.facebook.com;user17;73;True
click0;www.facebook.com;user18;40;False
click1;http://www.imdb.com;user18;15;False
click2;www.facebook.com;user18;121;True
click3;www.facebook.com;user18;52;False
click4;www.sporza.be;user18;0;False
click5;www.facebook.com;user18;111;False
click6;http://www.facebook.com;user18;10;False
click7;www.facebook.com;user18;104;False
click8;http://www.imdb.com;user18;51;False
click9;www.facebook.com;user18;47;False
click10;https://www.imdb.com;user18;76;False
click11;www.facebook.com;user18;66;False
click12;www.sporza.be;user18;15;False
click13;www.imdb.com;user18;120;False
click14;https://www.imdb.com;user18;82;False
click15;http://www.facebook.com;user18;36;False
click0;www.imdb.com;user20;49;False
click1;www.facebook.com;user20;12;True
click2;www.imdb.com;user20;16;False
click3;https://www.imdb.com;user20;16;False
click4;www.facebook.com;user20;103;False
click5;www.facebook.com;user20;63;False
click6;www.facebook.com;user20;108;False
click7;https://www.imdb.com;user20;90;False
click8;www.imdb.com;user20;22;False
click9;www.facebook.com;user20;84;False
click10;www.facebook.com;user20;6;True
click11;www.imdb.com;user20;102;False
click12;http://www.facebook.com;user20;104;False
click13;http://www.facebook.com;user20;29;False
click14;www.facebook.com;user20;39;False
click15;www.facebook.com;user20;3;False
click16;http://www.imdb.com;user20;48;False
click17;http://www.facebook.com;user20;118;False
click0;https://www.facebook.com;user21;54;False
click1;www.facebook.com;user21;101;False
click2;www.imdb.com;user21;94;False
click3;http://www.facebook.com;user21;101;False
click4;www.facebook.com;user21;38;False
click5;www.facebook.com;user21;79;False
click6;www.imdb.com;user21;118;False
click7;http://www.facebook.com;user21;117;False
click8;www.facebook.com;user21;63;False
click9;https://www.facebook.com;user21;18;True
click10;www.facebook.com;user21;87;False
click11;www.facebook.com;user21;75;False
click12;www.imdb.com;user21;32;False
click13;www.facebook.com;user21;89;False
click14;http://www.facebook.com;user21;70;False
click15;www.facebook.com;user21;92;False
click16;www.facebook.com;user21;84;False
click17;www.sporza.be;user21;36;False
click18;www.facebook.com;user21;59;False
click19;https://www.facebook.com;user21;117;False
click20;www.facebook.com;user21;9;False
click21;www.facebook.com;user21;13;False
click22;www.facebook.com;user21;27;False
click23;www.facebook.com;user21;104;False
click24;https://www.sporza.be;user21;76;False
click25;https://www.imdb.com;user21;102;False
click26;http://www.facebook.com;user21;35;False
click27;www.facebook.com;user21;97;False
click28;www.facebook.com;user21;115;False
click29;www.facebook.com;user21;118;False
click30;www.facebook.com;user21;48;False
click0;https://www.imdb.com;user22;23;False
click1;www.facebook.com;user22;53;False
click2;http://www.facebook.com;user22;5;False
click3;http://www.facebook.com;user22;55;False
click4;https://www.imdb.com;user22;10;False
click5;http://www.imdb.com;user22;36;False
click6;http://www.facebook.com;user22;53;False
click7;www.facebook.com;user22;109;False
click8;https://www.imdb.com;user22;50;False
click9;https://www.imdb.com;user22;69;False
click10;www.facebook.com;user22;69;False
click11;www.facebook.com;user22;93;False
click12;www.facebook.com;user22;90;False
click13;http://www.facebook.com;user22;41;False
click14;www.facebook.com;user22;85;False
click15;www.facebook.com;user22;94;False
click16;https://www.sporza.be;user22;51;False
click17;www.facebook.com;user22;81;False
click18;www.facebook.com;user22;42;False
click19;http://www.facebook.com;user22;5;False
click20;www.facebook.com;user22;106;False
click0;www.imdb.com;user23;49;False
click1;http://www.facebook.com;user23;18;False
click2;www.imdb.com;user23;31;False
click3;http://www.facebook.com;user23;76;False
click4;www.facebook.com;user23;54;False
click5;http://www.facebook.com;user23;96;True
click6;www.facebook.com;user23;100;False
click7;www.sporza.be;user23;76;True
click0;https://www.facebook.com;user24;120;False
click1;www.facebook.com;user24;55;True
click2;http://www.facebook.com;user24;26;False
click3;www.facebook.com;user24;27;False
click4;www.facebook.com;user24;21;True
click5;www.facebook.com;user24;117;False
click6;https://www.imdb.com;user24;110;False
click7;https://www.facebook.com;user24;99;False
click8;www.facebook.com;user24;39;False
click9;www.imdb.com;user24;48;False
click10;www.facebook.com;user24;47;False
click11;www.facebook.com;user24;76;False
click12;www.sporza.be;user24;86;False
click13;www.facebook.com;user24;48;True
click14;www.facebook.com;user24;69;False
click15;http://www.facebook.com;user24;59;False
click16;www.sporza.be;user24;98;False
click17;http://www.imdb.com;user24;38;False
click18;www.facebook.com;user24;118;False
click19;http://www.facebook.com;user24;95;False
click20;https://www.imdb.com;user24;85;False
click21;http://www.facebook.com;user24;37;False
click22;www.sporza.be;user24;11;False
click23;www.imdb.com;user24;22;False
click24;https://www.facebook.com;user24;85;False
click25;http://www.facebook.com;user24;28;False
click26;www.facebook.com;user24;84;False
click27;www.imdb.com;user24;85;False
click28;www.imdb.com;user24;7;False
click29;https://www.facebook.com;user24;47;False
click30;www.imdb.com;user24;38;True
click31;www.facebook.com;user24;79;False
click32;http://www.imdb.com;user24;115;False
click33;http://www.facebook.com;user24;22;True
click34;www.facebook.com;user24;13;False
click35;http://www.imdb.com;user24;87;False
click36;https://www.imdb.com;user24;40;False
click37;http://www.facebook.com;user24;6;False
click0;http://www.facebook.com;user25;35;False
click1;www.facebook.com;user25;80;False
click2;www.imdb.com;user25;104;True
click3;www.facebook.com;user25;4;False
click4;http://www.facebook.com;user25;16;True
click5;http://www.facebook.com;user25;110;False
click6;http://www.facebook.com;user25;24;False
click7;www.imdb.com;user25;98;True
click8;www.facebook.com;user25;93;True
click9;www.facebook.com;user25;113;True
click10;https://www.facebook.com;user25;12;False
click11;http://www.imdb.com;user25;81;False
click12;http://www.facebook.com;user25;75;False
click13;www.facebook.com;user25;112;False
